id,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,beds,review_scores_rating
6397327,22269401,Sam,Sydney,-33.86651449,151.2066307,Entire home/apt,148,2,117,18/3/17,5.15,7,99,3,90
15923044,103269382,Martin,Sydney,-33.87401083,151.2252346,Entire home/apt,230,2,13,25/3/17,2.85,1,2,2,89
17097788,30399754,Lada,Sydney,-33.87793305,151.2085623,Entire home/apt,141,14,0,,,1,98,1,
16382728,10085028,Ben,Sydney,-33.87552887,151.2205302,Entire home/apt,130,2,8,3/4/17,2.5,1,77,1,93
16445449,91399434,Justin,Sydney,-33.87374686,151.2144912,Private room,91,3,9,20/3/17,2.7,1,137,1,95
7536245,6493477,Tony,Sydney,-33.88092317,151.2155793,Entire home/apt,116,4,14,29/3/17,0.79,2,82,2,80
9239802,10802696,Hans-Lothar,Sydney,-33.87507183,151.226569,Entire home/apt,129,2,48,12/3/17,3.5,1,300,1,94
12971524,22650480,Harry,Sydney,-33.87563803,151.2201557,Entire home/apt,85,12,0,,,1,22,1,
17672055,577126,Lilian,Sydney,-33.86461958,151.2148558,Private room,80,3,0,,,1,92,2,
9562391,25118077,Elena,Sydney,-33.88318219,151.2136364,Private room,78,1,3,21/5/16,0.18,1,365,1,100
4389186,22787630,Craig,Sydney,-33.87195811,151.1965074,Entire home/apt,250,3,14,31/3/17,0.83,1,268,1,97
15652443,13273575,Matthieu,Sydney,-33.88020482,151.2168267,Entire home/apt,179,6,5,4/3/17,1.04,1,43,1,100
16813644,51701482,Wei,Sydney,-33.87846687,151.2044181,Entire home/apt,169,1,5,25/3/17,2.46,2,61,5,84
6661036,7409213,Lisa L'Abode Accommodation,Sydney,-33.87052183,151.1955394,Entire home/apt,194,3,58,25/3/17,2.66,156,265,2,93
4499095,11594621,Dino,Sydney,-33.87062063,151.2285437,Entire home/apt,219,5,36,7/2/17,1.28,1,298,1,97
14129401,1279773,Vinny,Sydney,-33.86563636,151.2054905,Entire home/apt,290,3,5,14/3/17,0.65,1,27,1,88
4663780,24058034,Cristina,Sydney,-33.87461971,151.2176042,Private room,120,1,8,18/3/17,0.28,1,0,1,80
17228030,39990672,Elvis,Sydney,-33.87112753,151.1973003,Entire home/apt,150,1,6,24/3/17,6,4,213,2,100
4158092,21578300,Dean,Sydney,-33.87246406,151.221558,Private room,110,7,40,7/4/16,1.32,1,145,2,97
12119402,15469257,Ian,Sydney,-33.86658507,151.2048257,Entire home/apt,239,21,2,5/1/17,0.18,21,339,2,90
16446679,50806157,Owen,Sydney,-33.87786575,151.2100903,Entire home/apt,169,2,13,2/4/17,3.98,1,0,3,88
15849006,99019878,Liam,Sydney,-33.87251964,151.2258313,Private room,80,1,2,25/3/17,1.46,3,59,1,100
7665358,39798123,Patchari And Tony,Sydney,-33.89881966,151.2125695,Private room,150,1,5,25/11/15,0.25,1,181,1,96
9495756,49216747,Catherine,Sydney,-33.86939037,151.2221657,Entire home/apt,495,10,0,,,1,0,2,
17686377,16587723,Mehdi,Sydney,-33.87336319,151.2162478,Private room,80,3,0,,,2,63,1,
8585205,26721554,Nancy,Sydney,-33.8795467,151.2131051,Entire home/apt,99,1,32,10/3/17,2.08,3,154,1,90
9632356,49816349,Marcela,Sydney,-33.874552,151.2264819,Private room,75,3,4,2/1/17,0.26,1,0,1,95
7115364,4298915,Awaba,Sydney,-33.8649557,151.2081436,Entire home/apt,315,2,12,31/3/17,0.63,54,349,2,75
8906351,46581852,Nell,Sydney,-33.87143514,151.2271022,Entire home/apt,200,3,9,1/1/17,1.03,1,0,1,90
12939084,51888381,Luke,Sydney,-33.88165855,151.2102313,Entire home/apt,58,4,0,,,1,0,1,
1110985,6098393,Minja,Sydney,-33.89868387,151.2130569,Entire home/apt,240,1,33,16/2/17,0.74,5,64,2,85
16099648,7794650,Steven,Sydney,-33.87528566,151.2284942,Private room,204,1,0,,,3,338,1,
16125785,30626488,Federico,Sydney,-33.88323213,151.2149595,Entire home/apt,229,2,4,1/4/17,1.3,1,71,1,93
17027417,19669241,Mark & Ben,Sydney,-33.87644862,151.2104735,Entire home/apt,275,1,6,1/4/17,4.74,4,281,7,90
9761685,50341173,Morgan,Sydney,-33.88247453,151.2091967,Entire home/apt,141,1,3,19/2/16,0.19,1,0,1,100
14259073,24216548,Jason,Sydney,-33.87441301,151.2176623,Private room,120,1,0,,,2,198,1,
7294500,23171417,Jane,Sydney,-33.87728337,151.219439,Entire home/apt,169,3,2,21/7/15,0.1,1,0,3,80
6941132,30574670,Eden,Sydney,-33.8693049,151.1910095,Entire home/apt,380,4,6,9/2/16,0.38,2,42,4,93
1285342,6993293,Therese,Sydney,-33.87204505,151.2238516,Entire home/apt,120,7,10,13/11/16,0.59,1,150,2,96
15116222,15469257,Ian,Sydney,-33.86937667,151.2051019,Entire home/apt,399,14,1,2/1/17,0.32,21,365,3,80
8372046,30240594,Wendy,Sydney,-33.87346197,151.206754,Entire home/apt,118,2,71,22/3/17,3.89,2,120,1,93
15331394,8530753,Jared,Sydney,-33.86818122,151.2035861,Entire home/apt,164,1,49,29/3/17,8.6,24,266,2,95
11679348,56896544,Mark,Sydney,-33.86929542,151.1983748,Entire home/apt,349,1,55,30/3/17,4.9,11,311,3,93
12231053,37849123,Nick,Sydney,-33.87465257,151.2233288,Private room,100,3,3,3/1/17,0.27,1,0,1,87
1899179,6125186,Jo,Sydney,-33.87257974,151.2156359,Entire home/apt,160,2,0,,,1,0,1,
6837442,23817711,Viv,Sydney,-33.87434453,151.2171605,Entire home/apt,244,1,134,1/4/17,6.29,1,236,3,96
16290793,106573065,Paul,Sydney,-33.8689649,151.2030105,Entire home/apt,300,3,2,1/1/17,0.6,1,96,2,100
17301271,91412629,Jennifer,Sydney,-33.88216325,151.2031361,Entire home/apt,169,1,0,,,6,307,2,
12252657,11354336,Cassia,Sydney,-33.87486436,151.2231433,Entire home/apt,125,6,11,31/3/17,0.96,1,146,1,95
3126080,15879630,Neil,Sydney,-33.88829859,151.20888,Entire home/apt,141,3,14,29/3/17,0.72,1,0,1,94
2811001,6247145,James,Sydney,-33.87805432,151.2120401,Entire home/apt,230,2,37,25/3/17,1.04,1,66,1,97
8513541,26082704,Gary,Sydney,-33.88621566,151.2088941,Entire home/apt,125,14,0,,,1,0,1,
8638979,45420550,Stephania,Sydney,-33.87967649,151.2148267,Entire home/apt,150,5,2,8/1/16,0.13,1,0,1,80
11399891,3046924,Contemporary Hotels + Beach Houses,Sydney,-33.86780045,151.2233719,Entire home/apt,300,2,10,8/2/17,0.74,34,166,1,92
8974359,14093,Cassandra,Sydney,-33.86763026,151.2241657,Entire home/apt,288,1,20,12/3/17,1.28,2,81,2,98
2090216,248357,Samuel,Sydney,-33.87242635,151.2262692,Entire home/apt,70,7,6,15/2/17,0.22,1,0,1,93
7861047,16026854,Kirstie,Sydney,-33.87480847,151.226301,Entire home/apt,150,5,0,,,50,365,1,
9240361,16026854,Kirstie,Sydney,-33.87098546,151.226287,Entire home/apt,399,5,0,,,50,344,2,
9304054,48295673,Charly,Sydney,-33.87653332,151.2221193,Entire home/apt,250,6,0,,,2,0,2,
8908579,21116751,Deanna,Sydney,-33.87221984,151.2304573,Entire home/apt,120,3,48,29/3/17,2.8,1,31,1,97
9435937,13491833,Daniel,Sydney,-33.87696451,151.2144976,Entire home/apt,200,1,1,2/1/16,0.07,1,0,2,100
9534386,25287592,Gaurav,Sydney,-33.8635075,151.2060672,Entire home/apt,210,7,0,,,1,0,1,
9600153,41136804,Presh,Sydney,-33.87523058,151.225921,Entire home/apt,150,10,0,,,1,0,2,
9614538,49743561,Jonathon,Sydney,-33.87849359,151.2169834,Entire home/apt,200,1,1,22/2/16,0.07,1,0,2,100
16416666,12562678,Jo,Sydney,-33.88308369,151.219374,Entire home/apt,349,1,3,5/3/17,0.94,1,4,2,100
9631766,46964977,Raksha,Sydney,-33.8728243,151.2159833,Entire home/apt,374,5,0,,,1,0,1,
16246562,16480229,Kerry,Sydney,-33.86733651,151.2241928,Entire home/apt,150,1,6,9/3/17,1.88,1,167,1,97
9698201,50082458,Dale,Sydney,-33.87077723,151.2271465,Entire home/apt,150,3,0,,,1,58,1,
9759465,16026854,Kirstie,Sydney,-33.88192797,151.208734,Entire home/apt,399,5,0,,,50,365,2,
9761603,14174469,Amanda,Sydney,-33.87560157,151.2193216,Entire home/apt,85,5,0,,,1,0,1,
10024105,51470439,Mark,Sydney,-33.88797891,151.2014824,Entire home/apt,129,5,11,18/3/17,0.81,4,0,2,89
10156519,2450066,Your Home Away From Home,Sydney,-33.87281926,151.2229954,Entire home/apt,347,7,2,28/12/16,0.15,76,280,2,80
10154721,52118426,Patrick,Sydney,-33.87307331,151.2257918,Entire home/apt,120,1,0,,,1,0,1,
16755189,4594780,Danielle,Sydney,-33.87534952,151.2191749,Entire home/apt,141,2,9,24/3/17,3.91,1,136,1,100
10871292,1972133,Phillip,Sydney,-33.87535551,151.2263454,Entire home/apt,89,20,10,30/3/17,0.8,6,278,1,94
11004707,57088148,Thiery,Sydney,-33.89619669,151.2108401,Private room,93,3,1,13/2/16,0.07,1,240,1,
11067226,27985333,Raymond,Sydney,-33.87517186,151.2215388,Private room,67,1,0,,,1,0,1,
11008018,54006784,Tom,Sydney,-33.88899264,151.2131958,Private room,99,2,13,2/4/17,1.17,1,79,1,92
3013164,15355580,Oriane,Sydney,-33.87414557,151.2261163,Entire home/apt,120,14,1,4/1/15,0.04,1,0,1,80
6892009,36107319,Hellen,Sydney,-33.88053591,151.2082355,Shared room,38,1,57,18/3/17,2.64,6,329,1,89
17101848,114789981,Alice,Sydney,-33.88312072,151.2029632,Entire home/apt,250,1,1,25/3/17,1,1,300,5,100
11403210,37093188,Lucy,Sydney,-33.8810505,151.2125141,Entire home/apt,180,1,44,11/3/17,3.26,1,345,1,95
11500243,50083373,Ryan,Sydney,-33.87160741,151.1963802,Private room,120,60,4,30/3/16,0.31,1,365,1,90
9698151,9801271,Yoli,Sydney,-33.87139301,151.2218576,Private room,110,3,7,1/1/17,0.48,1,153,1,80
11593895,61334850,Elenor,Sydney,-33.87494721,151.2283945,Entire home/apt,155,5,6,5/3/17,0.6,1,167,2,87
16151643,74589805,Joanna,Sydney,-33.87412534,151.2047109,Shared room,35,7,0,,,1,0,1,
8123183,42896853,Rita,Sydney,-33.87569612,151.2229138,Entire home/apt,141,3,7,17/2/17,0.46,1,360,1,80
12116369,7865305,David,Sydney,-33.87422754,151.2235778,Entire home/apt,160,5,1,31/12/16,0.32,1,0,1,100
15264040,26373214,Cam,Sydney,-33.86880873,151.2020286,Shared room,50,3,1,6/1/17,0.33,1,19,1,100
13303566,21828354,Derrick,Sydney,-33.88239474,151.202771,Shared room,35,7,0,,,1,0,1,
12385932,17943408,Christine,Sydney,-33.88192457,151.1966388,Entire home/apt,200,1,0,,,3,364,1,
16118731,69308351,Lin  Y,Sydney,-33.86769085,151.2086764,Shared room,189,2,3,6/3/17,1.43,3,27,3,90
12654718,5645274,Tara,Sydney,-33.87303436,151.2256329,Entire home/apt,200,5,3,2/9/16,0.32,1,336,1,87
12632120,62677676,Kate,Sydney,-33.89252572,151.1986559,Entire home/apt,750,7,0,,,1,0,4,
12710116,1357893,Natasha,Sydney,-33.89866291,151.1900485,Private room,60,2,3,6/1/17,0.36,1,365,1,93
12835920,70075208,Josh,Sydney,-33.87933083,151.2152197,Entire home/apt,100,7,2,22/2/17,0.27,1,0,1,100
9829930,8694230,Peter,Sydney,-33.87067349,151.2278379,Entire home/apt,451,2,0,,,1,0,2,
13103265,72793481,Murray,Sydney,-33.87491747,151.2265349,Entire home/apt,349,3,2,27/1/17,0.32,1,71,1,100
13106226,51189587,Allert,Sydney,-33.88287321,151.2128598,Private room,85,2,2,17/6/16,0.2,3,3,1,90
13238059,70570922,Inna,Sydney,-33.87525901,151.2213105,Entire home/apt,169,14,1,8/2/17,0.53,19,113,2,100
17821320,114940955,Leo,Sydney,-33.87981811,151.2127296,Entire home/apt,114,3,3,2/4/17,3,2,180,1,87
2883356,1633005,Pete,Sydney,-33.87442108,151.2278316,Entire home/apt,200,2,28,21/3/17,0.8,1,68,1,90
13565313,57954639,Lisa,Sydney,-33.8922623,151.2047135,Entire home/apt,200,2,1,2/10/16,0.16,2,0,2,100
17884238,119046275,Susan,Sydney,-33.88449889,151.2031796,Entire home/apt,189,2,0,,,1,73,5,
13563879,78168328,Bruce,Sydney,-33.87239982,151.2240588,Private room,100,1,12,4/3/17,1.35,2,353,1,88
13885896,2766105,Sally,Sydney,-33.89490775,151.2049259,Private room,54,2,0,,,2,0,1,
14016953,17307393,Malvina,Sydney,-33.87834351,151.223803,Entire home/apt,390,5,5,20/11/16,0.6,1,154,2,90
14154344,7706774,Malcolm,Sydney,-33.89459618,151.2129486,Private room,110,2,1,8/9/16,0.14,1,90,1,100
14282614,15469257,Ian,Sydney,-33.86804737,151.2038071,Entire home/apt,451,14,2,14/1/17,0.41,21,365,4,90
14347675,87901832,Dan,Sydney,-33.87895154,151.179694,Entire home/apt,120,3,2,1/1/17,0.61,1,299,2,90
14541218,51390565,Tom,Sydney,-33.88042344,151.2111067,Entire home/apt,385,4,2,7/11/16,0.33,1,56,2,100
14542612,89988635,Claire,Sydney,-33.88422867,151.179824,Entire home/apt,100,7,1,3/10/16,0.16,1,312,1,100
14614496,56445884,Martin,Sydney,-33.87691236,151.216878,Entire home/apt,451,2,1,8/1/17,0.34,1,117,1,80
15203394,2474032,Maddison,Sydney,-33.87740389,151.2248377,Entire home/apt,125,1,13,18/3/17,2.81,1,19,2,88
15258325,97054021,Amy,Sydney,-33.87430376,151.2170048,Entire home/apt,108,4,3,9/11/16,0.53,1,93,1,100
15462530,20199770,Suhaib,Sydney,-33.88459446,151.1796497,Shared room,37,1,0,,,3,365,1,
9567840,22269401,Sam,Sydney,-33.86874008,151.2054439,Entire home/apt,148,2,72,19/3/17,4.51,7,107,3,90
15746976,101768007,Eamonn,Sydney,-33.88472161,151.2142662,Entire home/apt,250,4,0,,,1,175,3,
15753637,96978281,Jackie,Sydney,-33.90571448,151.2093001,Entire home/apt,800,99,3,1/1/17,0.63,9,0,2,100
15837504,10493918,Danielle,Sydney,-33.89367522,151.2134122,Private room,64,2,6,24/2/17,1.29,1,62,1,97
15859296,10833088,Charlotte,Sydney,-33.89427936,151.198601,Entire home/apt,200,2,0,,,1,88,2,
15875201,51985647,Alex,Sydney,-33.87818415,151.2030901,Entire home/apt,250,1,5,22/2/17,1.23,2,237,2,93
16044566,26280433,Andy,Sydney,-33.87478581,151.229162,Entire home/apt,441,5,1,1/1/17,0.32,1,65,2,100
2484129,10649195,Jasmine,Sydney,-33.8875961,151.2145483,Entire home/apt,148,15,41,5/2/17,1.14,4,350,1,94
2094674,10242424,Coco,Sydney,-33.87529141,151.2155881,Private room,148,2,7,6/3/17,0.24,9,90,1,97
13163385,73511490,Uptown,Sydney,-33.87541335,151.2212103,Entire home/apt,247,3,14,20/3/17,1.58,8,268,3,91
16244605,1952018,Ian,Sydney,-33.87647188,151.2146358,Entire home/apt,225,7,1,5/3/17,1,1,0,3,80
16275787,106450787,Vincent,Sydney,-33.87594482,151.2061707,Entire home/apt,420,2,8,18/3/17,2.55,1,0,2,93
17097666,10184386,Rachael & William,Sydney,-33.88406456,151.2021022,Entire home/apt,148,1,2,26/3/17,1.54,9,173,2,80
16313981,95338016,Olaya,Sydney,-33.89080505,151.2133198,Private room,91,7,0,,,1,178,1,
16314306,101796911,Emily,Sydney,-33.90111062,151.2059214,Private room,80,2,11,20/3/17,3.14,1,66,1,96
16381633,107302470,Kate,Sydney,-33.86962358,151.2278361,Entire home/apt,150,7,0,,,1,90,1,
16380963,24817807,David,Sydney,-33.87829487,151.2084642,Entire home/apt,191,3,8,29/3/17,2.58,1,162,1,93
16508983,5190667,Samantha,Sydney,-33.87481202,151.227055,Entire home/apt,125,2,1,20/3/17,1,1,333,1,80
17097519,8530753,Jared,Sydney,-33.87258342,151.2044671,Entire home/apt,173,1,6,30/3/17,3.67,24,315,2,90
17166085,96225487,Xiaoman,Sydney,-33.89926095,151.2067469,Private room,100,1,0,,,1,303,1,
2093929,10217137,Kerrie,Sydney,-33.87714686,151.2181918,Entire home/apt,120,5,61,15/3/17,1.54,1,164,1,93
17365843,116889621,Nicky,Sydney,-33.88564776,151.21225,Entire home/apt,180,2,0,,,1,357,1,
17533759,16026854,Kirstie,Sydney,-33.88521945,151.2259168,Entire home/apt,399,5,0,,,50,181,2,
14002746,23774828,Esther,Sydney,-33.88704031,151.2118094,Entire home/apt,198,2,7,1/3/17,0.99,1,10,1,100
6327821,17744587,Joanne,Sydney,-33.87640331,151.2130645,Entire home/apt,169,5,60,27/3/17,2.82,2,323,1,96
16314416,13868584,Charlotte,Sydney,-33.88387832,151.2196796,Entire home/apt,130,5,1,21/3/17,1,1,102,1,100
5041030,14018952,Sarah,Sydney,-33.87911898,151.2149896,Entire home/apt,150,2,60,21/3/17,2.4,1,114,1,91
14408460,15193662,Danny,Sydney,-33.87141141,151.1979556,Entire home/apt,279,1,48,30/3/17,6.32,14,52,4,79
12798290,6599322,Peter,Sydney,-33.87974996,151.2148195,Entire home/apt,180,1,16,11/8/16,1.54,7,0,2,100
4646991,401535,Sarah,Sydney,-33.8794195,151.2228318,Entire home/apt,349,5,5,27/12/16,0.18,2,301,5,100
17222576,3463824,Josh,Sydney,-33.87733391,151.2105942,Entire home/apt,399,2,0,,,1,65,1,
16366019,21891204,Victoria,Sydney,-33.86958679,151.2248387,Entire home/apt,120,3,18,27/3/17,5.63,4,260,1,97
14650414,3385544,Troy,Sydney,-33.87014149,151.2251879,Entire home/apt,229,3,23,1/4/17,4.69,1,103,1,95
16305446,106690791,Liz,Sydney,-33.87740536,151.217063,Entire home/apt,120,2,1,22/3/17,1,1,36,1,100
11852274,15193662,Danny,Sydney,-33.86995074,151.2058174,Entire home/apt,229,1,78,30/3/17,6.31,14,84,3,86
16549336,8530753,Jared,Sydney,-33.86726151,151.206264,Entire home/apt,164,1,28,31/3/17,9.44,24,305,2,83
17015483,25475063,Darren,Sydney,-33.87971548,151.2150884,Entire home/apt,271,2,6,1/4/17,6,1,165,1,100
15694609,46045362,Ryan,Sydney,-33.86633347,151.2258632,Entire home/apt,100,1,14,15/3/17,2.76,1,23,1,93
9302382,10461862,Dave,Sydney,-33.87675869,151.211878,Entire home/apt,398,3,16,27/12/16,0.99,1,81,2,96
2285412,1495584,Zoe,Sydney,-33.88791932,151.21674,Entire home/apt,130,10,12,25/2/17,0.32,1,318,1,95
8977830,6827057,Pamela & Hugo,Sydney,-33.87446653,151.2100537,Entire home/apt,155,3,38,28/3/17,2.2,1,46,1,94
1742617,9156308,Lisa,Sydney,-33.88840323,151.208519,Entire home/apt,150,1,13,4/2/17,0.85,1,188,1,95
15064206,11026467,Matt,Sydney,-33.87589908,151.2214716,Entire home/apt,150,14,11,21/1/17,1.76,1,152,1,84
13624361,15739069,Keris,Sydney,-33.86797913,151.2045364,Entire home/apt,160,21,7,5/3/17,0.81,137,305,1,74
4710223,24343791,Waldemar,Sydney,-33.87627204,151.2112938,Entire home/apt,155,4,22,12/3/17,1.09,4,350,2,90
16028709,104273810,Chris,Sydney,-33.87538126,151.2254614,Entire home/apt,87,2,28,18/3/17,7.3,1,0,1,91
9684678,50025574,Justin,Sydney,-33.87452656,151.2026048,Entire home/apt,194,5,7,26/3/17,0.64,1,67,1,100
9957633,21984429,Emma,Sydney,-33.88617318,151.2147113,Entire home/apt,120,4,6,26/5/16,0.4,1,0,1,92
17226800,116020074,Emma,Sydney,-33.86238503,151.2067939,Entire home/apt,250,1,7,31/3/17,7,1,112,3,83
3132617,2498504,Christina,Sydney,-33.88632201,151.2103349,Entire home/apt,200,5,3,14/2/17,0.35,1,0,1,100
10732393,2509326,Cat,Sydney,-33.86626995,151.2244115,Entire home/apt,138,2,42,15/3/17,3.03,3,12,1,97
16587005,24048741,Tommy,Sydney,-33.86935171,151.2052823,Entire home/apt,301,1,21,2/4/17,7.97,6,258,6,95
5231396,24525951,Stephen,Sydney,-33.87593583,151.2206036,Entire home/apt,276,3,5,25/1/17,0.3,1,276,1,96
8241167,13425946,Zena,Sydney,-33.87729975,151.2191515,Entire home/apt,240,2,12,10/3/17,0.64,4,34,2,89
13673643,79532595,Kalinda,Sydney,-33.86775463,151.2246119,Entire home/apt,70,7,2,30/7/16,0.23,1,0,1,90
8171448,6068202,Sally,Sydney,-33.86448779,151.2089365,Entire home/apt,141,2,88,26/3/17,5.33,1,162,2,95
4832192,20090238,Stephanie,Sydney,-33.87293505,151.2276577,Entire home/apt,156,2,5,9/1/16,0.18,1,0,1,96
9887690,48840395,Albie,Sydney,-33.87587134,151.2231117,Entire home/apt,265,3,4,27/1/16,0.26,1,0,3,95
16572725,61334363,Sasu,Sydney,-33.87223436,151.2279253,Entire home/apt,89,3,4,24/3/17,1.48,1,17,1,100
7132426,11889319,Paul,Sydney,-33.8717283,151.2252141,Entire home/apt,141,2,122,1/4/17,5.79,1,251,1,91
434094,1732599,John,Sydney,-33.88443185,151.2198149,Entire home/apt,399,4,16,26/5/16,0.27,1,93,2,99
16756012,6496400,Damon,Sydney,-33.86837609,151.2020272,Entire home/apt,487,1,3,4/3/17,1.5,2,363,3,93
5848768,9509911,Andrea,Sydney,-33.88156962,151.2149968,Entire home/apt,98,3,90,19/3/17,3.72,3,321,2,88
15333509,36514596,Sabrina,Sydney,-33.888389,151.2150831,Entire home/apt,120,2,2,1/12/16,0.4,1,4,1,100
17855319,75643629,Marcus,Sydney,-33.86670912,151.2076084,Entire home/apt,501,1,2,29/3/17,2,1,79,2,100
13606145,56896544,Mark,Sydney,-33.87103068,151.1979567,Entire home/apt,250,1,17,29/3/17,2.76,11,290,2,87
750197,3944051,Alice & Tom,Sydney,-33.87749721,151.2200898,Entire home/apt,116,1,171,17/3/17,3.21,1,190,2,90
13499531,8530753,Jared,Sydney,-33.87496148,151.2093371,Entire home/apt,173,1,68,19/3/17,7.03,24,267,2,96
4387602,22778273,Sam,Sydney,-33.87596766,151.2235412,Entire home/apt,127,3,69,29/3/17,2.63,2,282,1,89
17497368,108822246,Christina,Sydney,-33.87084127,151.2053419,Entire home/apt,166,1,3,24/3/17,2.73,2,344,1,80
13529946,21891204,Victoria,Sydney,-33.87051371,151.2253668,Entire home/apt,130,3,63,2/4/17,6.82,4,195,1,98
17406235,528468,Tina,Sydney,-33.87011692,151.2248806,Entire home/apt,130,4,1,29/3/17,1,4,85,1,100
2777998,14207745,Leona,Sydney,-33.88842264,151.2147316,Entire home/apt,175,4,2,6/1/17,0.12,1,0,1,100
6887179,6920564,Anna,Sydney,-33.87284065,151.2294444,Entire home/apt,120,1,77,26/3/17,3.55,1,61,1,95
12908279,70749560,Robert,Sydney,-33.87024446,151.2205972,Entire home/apt,145,3,13,10/2/17,2.12,1,19,1,98
12042520,28882152,Andy & Julie,Sydney,-33.87858636,151.2205016,Entire home/apt,200,4,2,3/1/17,0.17,2,12,2,90
15606878,56896544,Mark,Sydney,-33.87162648,151.1979902,Entire home/apt,399,1,12,22/3/17,2.65,11,105,4,83
11326107,40246990,Cornel,Sydney,-33.8822867,151.2139584,Entire home/apt,120,2,47,27/3/17,3.6,1,0,1,99
9616020,44623352,Mary,Sydney,-33.87942699,151.2207582,Entire home/apt,110,3,36,6/3/17,2.44,1,10,1,90
15243641,492591,Mikko,Sydney,-33.87833505,151.2137058,Entire home/apt,198,3,17,27/3/17,3.45,2,245,2,100
16445733,105906077,Glen,Sydney,-33.8740625,151.2235565,Entire home/apt,141,2,17,30/3/17,5.37,1,31,1,96
5366904,6746790,Nicholas,Sydney,-33.87590796,151.2152313,Entire home/apt,80,3,43,17/3/17,1.66,4,99,1,85
17160006,15193662,Danny,Sydney,-33.87159575,151.1960441,Entire home/apt,269,1,16,31/3/17,9.6,14,62,4,96
6614155,33458004,Graeme,Sydney,-33.88133935,151.2204629,Entire home/apt,130,7,1,4/10/15,0.05,1,0,1,100
5074337,25874194,Penny,Sydney,-33.86520028,151.2265349,Entire home/apt,120,1,1,21/2/15,0.04,1,0,2,60
17949300,62169144,Jay,Sydney,-33.86746187,151.1946016,Entire home/apt,200,3,0,,,1,14,2,
14737368,51572260,Yvonne,Sydney,-33.86759811,151.2031361,Entire home/apt,169,1,13,9/2/17,1.98,3,0,2,83
15859654,8530753,Jared,Sydney,-33.87462507,151.206806,Entire home/apt,145,1,35,31/3/17,7.29,24,286,2,91
11778629,2287140,Michelle,Sydney,-33.88385423,151.2175569,Entire home/apt,151,14,2,30/9/16,0.28,1,140,2,90
14327677,41384496,Marie,Sydney,-33.87821378,151.2143374,Entire home/apt,162,2,37,3/4/17,4.93,5,160,3,97
8024417,6875353,Nathan,Sydney,-33.87978624,151.2168374,Entire home/apt,250,2,34,22/3/17,1.85,5,334,3,93
9563095,49511076,Suzanne,Sydney,-33.87086612,151.2289232,Entire home/apt,141,1,40,31/3/17,2.42,1,341,1,91
14920502,15739069,Keris,Sydney,-33.86888574,151.2046933,Entire home/apt,145,21,4,23/3/17,2.03,137,306,1,90
16290949,49387996,Jack,Sydney,-33.88755512,151.2161971,Entire home/apt,650,5,0,,,1,0,4,
16383801,97424788,Michael,Sydney,-33.88219172,151.2163063,Entire home/apt,260,4,4,31/3/17,3.08,2,76,2,95
13592555,66652606,Linda,Sydney,-33.86992227,151.1985773,Entire home/apt,551,2,45,26/3/17,5.11,1,151,3,99
16232732,9882188,Pascale,Sydney,-33.88133739,151.2153571,Entire home/apt,200,3,5,26/3/17,1.67,1,143,2,92
15648337,100974612,Jade,Sydney,-33.87610236,151.2233786,Entire home/apt,175,1,2,1/1/17,0.61,1,0,2,100
17815997,45036168,Belinda,Sydney,-33.87818941,151.2153243,Entire home/apt,158,4,0,,,1,108,2,
13624508,15739069,Keris,Sydney,-33.86734424,151.2093942,Entire home/apt,151,14,6,2/10/16,0.66,137,314,1,90
13675327,79573908,Byron,Sydney,-33.87275836,151.2233388,Entire home/apt,175,1,64,25/3/17,6.98,1,75,2,92
8763745,22817213,Gee,Sydney,-33.88557732,151.2176643,Entire home/apt,129,2,2,3/1/17,0.13,1,4,1,90
11258659,16770171,Mark,Sydney,-33.88237782,151.2167767,Entire home/apt,110,2,53,29/3/17,3.88,1,335,1,94
9957729,9728180,Benjamin,Sydney,-33.88413291,151.2173554,Entire home/apt,120,1,6,11/2/17,0.39,1,152,1,87
13284113,74928679,Jess,Sydney,-33.87974327,151.2138408,Entire home/apt,80,1,0,,,1,0,1,
9958132,7516291,Josh,Sydney,-33.88492758,151.2151813,Entire home/apt,440,3,0,,,2,0,4,
9015396,47075240,Elise,Sydney,-33.87245589,151.225806,Entire home/apt,250,2,6,5/3/17,1.8,1,40,2,100
11948443,63801913,Lorenzo,Sydney,-33.884627,151.2144562,Entire home/apt,100,3,0,,,1,0,1,
10392062,26229093,Lauren,Sydney,-33.88689122,151.2209755,Entire home/apt,349,3,11,12/2/17,0.74,1,344,2,96
11105149,3882146,Suzanna,Sydney,-33.87361282,151.1999786,Entire home/apt,169,1,49,25/3/17,3.66,5,129,3,96
9548028,10559517,Matthew & Jenny,Sydney,-33.88308689,151.2198137,Entire home/apt,95,2,3,29/1/17,0.2,1,0,1,100
6018104,5309251,Talya And Marty,Sydney,-33.87829259,151.219395,Entire home/apt,230,2,7,21/1/17,0.38,2,7,2,97
10019519,9531371,Brad,Sydney,-33.87060226,151.223141,Entire home/apt,100,3,53,8/3/17,3.46,1,0,2,92
15399307,693954,Fernando,Sydney,-33.88460688,151.2159923,Entire home/apt,240,2,7,18/3/17,1.62,2,3,3,97
